x,y
2.58,6.6564000000000005
2.6,6.760000000000001
2.62,6.864400000000001
2.64,6.969600000000001
2.66,7.0756000000000006
2.68,7.182400000000001
2.7,7.290000000000001
2.72,7.398400000000001
2.74,7.507600000000001
2.76,7.617599999999999
2.78,7.728399999999999
2.8,7.839999999999999
2.82,7.952399999999999
2.84,8.0656
2.86,8.179599999999999
2.88,8.2944
2.9,8.41
2.92,8.526399999999999
2.94,8.6436
2.96,8.7616
2.98,8.8804
3.0,9.0
3.02,9.1204
3.04,9.2416
3.06,9.3636
3.08,9.4864
3.1,9.610000000000001
3.12,9.7344
3.14,9.8596
3.16,9.985600000000002
3.18,10.112400000000001
3.2,10.240000000000002
3.22,10.368400000000001
3.24,10.497600000000002
3.26,10.6276
3.28,10.758399999999998
3.3,10.889999999999999
3.32,11.0224
3.34,11.1556
3.36,11.289599999999998
3.38,11.424399999999999
3.4,11.559999999999999
3.42,11.696399999999999
3.44,11.833599999999999
3.46,11.9716
3.48,12.1104
3.5,12.25
3.52,12.3904
3.54,12.531600000000001
3.56,12.6736
3.58,12.8164
3.6,12.96
3.62,13.1044
3.64,13.249600000000001
3.66,13.395600000000002
3.68,13.5424
3.7,13.690000000000001
3.72,13.838400000000002
3.74,13.987600000000002
3.76,14.137599999999999
3.78,14.2884
3.8,14.44
3.82,14.5924
3.84,14.7456
3.86,14.8996
3.88,15.0544
3.9,15.209999999999999
3.92,15.366399999999999
3.94,15.5236
3.96,15.6816
3.98,15.8404
4.0,16.0
4.02,16.160399999999996
4.04,16.3216
4.06,16.483599999999996
4.08,16.6464
4.1,16.81
4.12,16.9744
4.14,17.139599999999998
4.16,17.305600000000002
4.18,17.472399999999997
4.2,17.64
4.22,17.8084
4.24,17.977600000000002
4.26,18.147599999999997
4.28,18.3184
4.3,18.49
4.32,18.6624
4.34,18.8356
4.36,19.009600000000002
4.38,19.1844
4.4,19.360000000000003
4.42,19.5364
4.44,19.713600000000003
4.46,19.8916
4.48,20.070400000000003
4.5,20.25
4.52,20.430399999999995
4.54,20.6116
4.56,20.793599999999998
4.58,20.9764
4.6,21.159999999999997
4.62,21.3444
4.64,21.5296
4.66,21.715600000000002
4.68,21.902399999999997
4.7,22.090000000000003
4.72,22.278399999999998
4.74,22.4676
4.76,22.6576
4.78,22.8484
4.8,23.04
4.82,23.232400000000002
4.84,23.4256
4.86,23.619600000000002
4.88,23.8144
4.9,24.010000000000005
4.92,24.2064
4.94,24.403600000000004
4.96,24.6016
4.98,24.800400000000003
5.0,25.0
5.02,25.200399999999995
5.04,25.401600000000002
5.06,25.603599999999997
5.08,25.8064
5.1,26.009999999999998
5.12,26.2144
5.14,26.419599999999996
5.16,26.625600000000002
5.18,26.832399999999996
5.2,27.040000000000003
5.22,27.248399999999997
5.24,27.457600000000003
5.26,27.667599999999997
5.28,27.878400000000003
5.3,28.09
5.32,28.302400000000002
5.34,28.5156
5.36,28.729600000000005
5.38,28.944399999999998
5.4,29.160000000000004
5.42,29.3764
5.44,29.593600000000006
5.46,29.8116
5.48,30.030400000000004
5.5,30.25
5.52,30.470399999999994
5.54,30.6916
5.56,30.913599999999995
5.58,31.136400000000002
5.6,31.359999999999996
5.62,31.584400000000002
5.64,31.809599999999996
5.66,32.0356
5.68,32.2624
5.7,32.49
5.72,32.718399999999995
5.74,32.9476
5.76,33.1776
5.78,33.4084
5.8,33.64
5.82,33.872400000000006
5.84,34.105599999999995
5.86,34.339600000000004
5.88,34.5744
5.9,34.81
5.92,35.0464
5.94,35.28360000000001
5.96,35.5216
5.98,35.760400000000004
6.0,36.0
6.02,36.240399999999994
6.04,36.4816
6.06,36.7236
6.08,36.9664
6.1,37.209999999999994
6.12,37.4544
6.14,37.6996
6.16,37.9456
6.18,38.1924
6.2,38.440000000000005
6.22,38.688399999999994
6.24,38.9376
6.26,39.187599999999996
6.28,39.4384
6.3,39.69
6.32,39.942400000000006
6.34,40.1956
6.36,40.449600000000004
6.38,40.7044
6.4,40.96000000000001
6.42,41.2164
6.44,41.473600000000005
6.46,41.7316
6.48,41.99040000000001
6.5,42.25
6.52,42.5104
6.54,42.7716
6.56,43.03359999999999
6.58,43.2964
6.6,43.559999999999995
6.62,43.824400000000004
6.64,44.0896
6.66,44.3556
6.68,44.6224
6.7,44.89
6.72,45.15839999999999
6.74,45.427600000000005
6.76,45.697599999999994
6.78,45.9684
6.8,46.239999999999995
6.82,46.51240000000001
6.84,46.785599999999995
6.86,47.0596
6.88,47.334399999999995
6.9,47.61000000000001
6.92,47.8864
6.94,48.1636
6.96,48.4416
6.98,48.720400000000005
7.0,49.0
7.02,49.28039999999999
7.04,49.5616
7.06,49.843599999999995
7.08,50.126400000000004
7.1,50.41
7.12,50.6944
7.14,50.9796
7.16,51.2656
7.18,51.5524
7.2,51.84
7.22,52.1284
7.24,52.4176
7.26,52.7076
7.28,52.998400000000004
7.3,53.29
7.32,53.58240000000001
7.34,53.8756
7.36,54.1696
7.38,54.4644
7.4,54.760000000000005
7.42,55.0564
7.44,55.35360000000001
7.46,55.6516
7.48,55.95040000000001
7.5,56.25
7.52,56.550399999999996
7.54,56.8516
7.56,57.1536
7.58,57.4564
7.6,57.76
7.62,58.0644
7.64,58.3696
7.66,58.6756
7.68,58.9824
7.7,59.290000000000006
7.72,59.5984
7.74,59.9076
7.76,60.2176
7.78,60.528400000000005
7.8,60.839999999999996
7.82,61.15240000000001
7.84,61.465599999999995
7.86,61.7796
7.88,62.0944
7.9,62.410000000000004
7.92,62.7264
7.94,63.043600000000005
7.96,63.3616
7.98,63.680400000000006
8.0,64.0
8.02,64.32039999999999
8.04,64.64159999999998
8.06,64.96360000000001
8.08,65.2864
8.1,65.61
8.12,65.93439999999998
8.14,66.2596
8.16,66.5856
8.18,66.91239999999999
8.2,67.24
8.22,67.56840000000001
8.24,67.8976
8.26,68.2276
8.28,68.55839999999999
8.3,68.89000000000001
8.32,69.22240000000001
8.34,69.5556
8.36,69.88959999999999
8.38,70.22440000000002
8.4,70.56
8.42,70.8964
8.44,71.2336
8.46,71.57160000000002
8.48,71.91040000000001
8.5,72.25
8.52,72.59039999999999
8.54,72.93159999999999
8.56,73.2736
8.58,73.6164
8.6,73.96
8.62,74.30439999999999
8.64,74.6496
8.66,74.9956
8.68,75.3424
8.7,75.68999999999998
8.72,76.03840000000001
8.74,76.3876
8.76,76.7376
8.78,77.0884
8.8,77.44000000000001
8.82,77.7924
8.84,78.1456
8.86,78.49959999999999
8.88,78.85440000000001
8.9,79.21000000000001
8.92,79.5664
8.94,79.9236
8.96,80.28160000000001
8.98,80.64040000000001
9.0,81.0
9.02,81.3604
9.04,81.72159999999998
9.06,82.0836
9.08,82.4464
9.1,82.80999999999999
9.12,83.17439999999999
9.14,83.53960000000001
9.16,83.9056
9.18,84.27239999999999
9.2,84.63999999999999
9.22,85.00840000000001
9.24,85.3776
9.26,85.74759999999999
9.28,86.1184
9.3,86.49000000000001
9.32,86.86240000000001
9.34,87.23559999999999
9.36,87.60959999999999
9.38,87.98440000000001
9.4,88.36000000000001
9.42,88.7364
9.44,89.11359999999999
9.46,89.49160000000002
9.48,89.8704
9.5,90.25
9.52,90.6304
9.54,91.01159999999999
9.56,91.3936
9.58,91.7764
9.6,92.16
9.62,92.54439999999998
9.64,92.92960000000001
9.66,93.3156
9.68,93.7024
9.7,94.08999999999999
9.72,94.47840000000001
9.74,94.86760000000001
9.76,95.2576
9.78,95.64839999999998
9.8,96.04000000000002
9.82,96.4324
9.84,96.8256
9.86,97.21959999999999
9.88,97.61440000000002
9.9,98.01
9.92,98.4064
9.94,98.80359999999999
9.96,99.20160000000001
9.98,99.60040000000001
