,NaS
1999-06-12,1.7529392640755734
1999-06-13,1.4627314725156313
1999-06-14,1.255074084058469
1999-06-15,1.4689677153669773
1999-06-16,1.7858513716612647
1999-06-17,0.15946313688886748
1999-06-18,1.6790864756156938
1999-06-19,0.7757454464174135
1999-06-20,0.5459082590876817
1999-06-21,0.8283402469954315
1999-06-22,0.5865343651337094
1999-06-23,0.5992209930344372
1999-06-24,1.0910177625268638
1999-06-25,0.841073765620268
1999-06-26,1.5180027213427536
1999-06-27,0.27579675774628565
1999-06-28,1.4104198027669592
1999-06-29,0.43393513675906126
1999-06-30,1.1046805095228769
1999-07-01,0.8673190603534702
1999-07-02,1.4956199163316506
1999-07-03,0.42315157653960356
1999-07-04,1.0871204427749117
1999-07-05,1.817532679591206
1999-07-06,1.6814782121571772
1999-07-07,0.9277267683617538
1999-07-08,1.429748943213961
1999-07-09,1.5784760129041375
1999-07-10,1.28825978411561
1999-07-11,1.6083666459822932
1999-07-12,1.4877258798341564
1999-07-13,-0.13018707677704622
1999-07-14,1.2578618874434457
1999-07-15,2.6642722678579087
1999-07-16,0.6918272252667923
1999-07-17,0.6867066703275451
1999-07-18,0.8213331086721946
1999-07-19,0.3668183805177642
1999-07-20,0.5603098253548326
1999-07-21,0.6354638242994319
1999-07-22,1.6407487826378202
1999-07-23,0.5048668082942473
1999-07-24,0.8807209411228167
1999-07-25,0.48332442421049243
1999-07-26,0.10494562914006456
1999-07-27,0.22792642954923148
1999-07-28,-0.005036252213356129
1999-07-29,1.2243939337023624
1999-07-30,0.4282907122027853
1999-07-31,-0.1649959729170064
1999-08-01,0.551994735126671
1999-08-02,1.5858604054875944
1999-08-03,0.7064398849642786
1999-08-04,0.5640481391503335
1999-08-05,0.7280573000539245
1999-08-06,0.3961218350000591
1999-08-07,0.0759758648043008
1999-08-08,1.2320779272756475
1999-08-09,-1.0738152087856712
1999-08-10,0.29546085417217804
1999-08-11,0.09424054098496226
1999-08-12,0.412026377868672
1999-08-13,0.1227907170334625
1999-08-14,1.0227111369394315
1999-08-15,1.2066360709857125
1999-08-16,0.46997499452546687
1999-08-17,-0.2696777969694292
1999-08-18,-0.0424861143448243
1999-08-19,0.1111906049540628
1999-08-20,-0.18927090142370442
1999-08-21,-0.38949079370952
1999-08-22,1.0706366588347875
1999-08-23,0.6492887215509109
1999-08-24,-0.3183916733138203
1999-08-25,-0.2848361036736905
1999-08-26,0.17726466304573846
1999-08-27,-0.188291944740881
1999-08-28,0.43256143191112073
1999-08-29,0.5468556980105022
1999-08-30,0.18441390854351863
1999-08-31,-0.284704937840463
1999-09-01,0.03335319938812148
1999-09-02,-0.6133376468460291
1999-09-03,0.03417580388109731
1999-09-04,1.1257671547201085
1999-09-05,-0.037928400922015465
1999-09-06,0.5832680943454538
1999-09-07,0.849339276889863
1999-09-08,1.0499048893652527
1999-09-09,-0.4179168785983772
1999-09-10,0.13283851771257085
1999-09-11,-0.058918887616513205
1999-09-12,0.8815764589253419
1999-09-13,0.72549135040385
1999-09-14,-0.3681170292238081
1999-09-15,-0.14308020366670515
1999-09-16,0.2841141603253243
1999-09-17,1.1034033535623577
1999-09-18,-0.13023700102722635
1999-09-19,0.6374431652114638
1999-09-20,-0.4122577164153465
1999-09-21,-0.6244471987386299
1999-09-22,0.3801628117345515
1999-09-23,-0.42712863801418577
1999-09-24,-0.8229540251315389
1999-09-25,0.5791646198973912
1999-09-26,0.2629879161881421
1999-09-27,-0.6706891340293974
1999-09-28,0.40929903417596636
1999-09-29,0.21445745051044632
1999-09-30,0.2971526005201805
1999-10-01,-0.4904534987192364
1999-10-02,-0.14436188331581173
1999-10-03,-0.9780336278157084
1999-10-04,-0.9566745035045535
1999-10-05,0.5301226400671971
1999-10-06,-0.08853758388539293
1999-10-07,0.2626839744913441
1999-10-08,0.056858401403708764
1999-10-09,-0.08882285987718658
1999-10-10,-0.08006065385994512
1999-10-11,0.41836727158499765
1999-10-12,0.045476058599529356
1999-10-13,-0.6140026136337864
1999-10-14,0.7023462579076925
1999-10-15,0.8207357321944032
1999-10-16,0.49113200689541897
1999-10-17,0.8305637147224418
1999-10-18,0.16588185626090854
1999-10-19,0.06892521203186067
1999-10-20,0.6075799141025124
1999-10-21,0.3008338774300191
1999-10-22,-0.5693109511142165
1999-10-23,-0.0662313426499776
1999-10-24,0.06727733575080612
1999-10-25,1.1221746839863669
1999-10-26,0.06377488119315909
1999-10-27,-0.32630595713470806
1999-10-28,-0.4630062205655021
1999-10-29,0.020746723859269484
1999-10-30,-0.1928410511022093
1999-10-31,0.09858362512203918
1999-11-01,-0.3145667882632758
1999-11-02,-0.5875339266522439
1999-11-03,0.10882133250273687
1999-11-04,0.4513838039584739
1999-11-05,0.36439544123405954
1999-11-06,-0.4319293213846911
1999-11-07,0.19774884199274814
1999-11-08,0.7599986022200502
1999-11-09,0.5193022913954343
1999-11-10,0.06358506528406649
1999-11-11,0.1560951020330478
1999-11-12,0.1554233121554694
1999-11-13,0.48352413661716825
1999-11-14,0.18540079265206738
1999-11-15,0.5867282100793645
1999-11-16,0.4361253122855272
1999-11-17,0.41710367710639834
1999-11-18,0.7227167105984895
1999-11-19,0.7436758210992442
1999-11-20,0.12055652703805639
1999-11-21,0.17242701798328133
1999-11-22,0.7779558012742644
1999-11-23,0.17719549069919646
1999-11-24,-0.27657486383751195
1999-11-25,0.06646533667170318
1999-11-26,-0.15219281951469932
1999-11-27,0.38568024583599336
1999-11-28,0.48206998692049513
1999-11-29,1.128958557172089
1999-11-30,0.7118931865358505
1999-12-01,0.839151137711741
1999-12-02,1.3161671182159724
1999-12-03,0.9882044296735605
1999-12-04,0.2148675965656368
1999-12-05,0.6461829855312939
1999-12-06,0.39073508143416646
1999-12-07,0.6456454899113377
1999-12-08,1.3546474413793312
1999-12-09,2.2050729127852637
1999-12-10,1.2054443542270041
1999-12-11,0.9339978500295381
1999-12-12,0.4578501692829655
1999-12-13,0.9534362931588021
1999-12-14,1.5912148354914413
1999-12-15,0.4276240547570911
1999-12-16,1.0214623675365493
1999-12-17,1.2150020282796805
1999-12-18,1.2740301081583214
1999-12-19,1.9786977725134836
1999-12-20,0.8001908289249287
1999-12-21,0.9200638653101706
1999-12-22,0.2856368006337475
1999-12-23,0.5765793889937455
1999-12-24,0.3608804045189505
1999-12-25,0.8858363656990524
1999-12-26,1.081194946799425
1999-12-27,1.2289818472122536
1999-12-28,1.3110673361519436
1999-12-29,0.7045008100311831
1999-12-30,0.4935780155166747
1999-12-31,0.5322336693506775
2000-01-01,0.9281713286858175
2000-01-02,0.891430661541148
2000-01-03,0.56267958961074
2000-01-04,1.386588371918882
2000-01-05,0.6760259206298371
2000-01-06,1.190957949958873
2000-01-07,0.9836341808842918
2000-01-08,1.469849140021674
2000-01-09,1.5640067178640962
2000-01-10,0.8820878677887865
2000-01-11,1.54865388133552
2000-01-12,2.3388806477430975
2000-01-13,1.5751166565067947
2000-01-14,0.8133126290905753
2000-01-15,2.43059576172178
2000-01-16,0.8680343653186522
2000-01-17,1.6873294806170183
2000-01-18,0.7954909235511961
2000-01-19,1.6877957723686783
2000-01-20,1.2468376037023063
2000-01-21,1.5818053239240177
2000-01-22,1.4421437730429612
2000-01-23,0.5999442127404445
2000-01-24,0.5565012233691479
2000-01-25,0.9549272199673562
2000-01-26,1.8321935114943928
2000-01-27,1.5834905062761881
2000-01-28,2.0573901430232944
2000-01-29,2.098107625373952
2000-01-30,2.3773748759378037
2000-01-31,1.096233506876407
2000-02-01,1.0293940724514927
2000-02-02,1.0929472027459868
2000-02-03,2.3481360778825158
2000-02-04,1.508023685821771
2000-02-05,1.8924654872053086
2000-02-06,2.7206983569127767
2000-02-07,1.5979257510011586
2000-02-08,1.498225365324891
2000-02-09,1.3473422729788525
2000-02-10,2.30496994432061
2000-02-11,2.337474042200493
2000-02-12,1.8729905574382542
2000-02-13,1.6348202037744894
2000-02-14,1.7543171687998387
2000-02-15,1.9914451063186376
2000-02-16,2.32136401431643
2000-02-17,1.2890834610855986
2000-02-18,1.3901400582828183
2000-02-19,2.2060731140360006
2000-02-20,2.177270690532277
2000-02-21,1.77973295793303
2000-02-22,1.6923811370134512
2000-02-23,2.264240382703635
2000-02-24,1.8483934252819498
2000-02-25,0.9460824460210401
2000-02-26,1.2925686413574078
2000-02-27,2.197453976895724
2000-02-28,1.7878557481590636
2000-02-29,2.1084723951352844
2000-03-01,1.0747888828235665
2000-03-02,2.527818236707069
2000-03-03,2.1167452549391945
2000-03-04,1.9244095819326281
2000-03-05,2.089516330441447
2000-03-06,1.9146070907386903
2000-03-07,1.981305031812261
2000-03-08,0.9797040762872171
2000-03-09,1.6123652980832506
2000-03-10,2.663514356734397
2000-03-11,2.020946564662076
2000-03-12,1.6806126898173108
2000-03-13,2.3587191533593184
2000-03-14,2.846338796154175
2000-03-15,2.0787478973983773
2000-03-16,2.4853056203384627
2000-03-17,1.7375680666451958
2000-03-18,1.146777736588218
2000-03-19,2.796058682410524
2000-03-20,1.638602614812081
2000-03-21,2.3924070802597925
2000-03-22,2.503032070315211
2000-03-23,2.809632959645928
2000-03-24,1.7130389105092523
2000-03-25,2.5286105309434537
2000-03-26,1.5194722909300562
2000-03-27,1.280954385505833
2000-03-28,1.207174959215052
2000-03-29,2.1386441958338223
2000-03-30,1.318611035758293
2000-03-31,3.398580859350372
2000-04-01,2.638694117415444
2000-04-02,2.6499494015621687
2000-04-03,2.326977640705089
2000-04-04,2.6294924874390473
2000-04-05,1.9659403941457696
2000-04-06,1.6731899334518712
2000-04-07,1.7912277536646741
2000-04-08,2.5138580555079435
2000-04-09,2.2517199192071864
2000-04-10,2.4043104400558235
2000-04-11,1.5239162821810994
2000-04-12,2.5870824794001015
2000-04-13,2.7923208725422164
2000-04-14,2.333907606505858
2000-04-15,0.9758241913143129
2000-04-16,1.808362527129424
2000-04-17,2.0474535620353476
2000-04-18,2.5716900575030825
2000-04-19,2.102816405368842
2000-04-20,2.380367293435911
2000-04-21,1.478753239367868
2000-04-22,1.5988730249253487
2000-04-23,1.5858432047442876
2000-04-24,2.602138203216387
2000-04-25,1.036839346842973
2000-04-26,1.7080023600659466
2000-04-27,1.003330894782831
2000-04-28,2.745079606408114
2000-04-29,2.3080714294506213
2000-04-30,1.5474977862594046
2000-05-01,2.325947984626784
2000-05-02,2.3358991204315926
2000-05-03,1.871130025664391
2000-05-04,2.166765597304872
2000-05-05,1.910815296583793
2000-05-06,1.9192663969881423
2000-05-07,1.1574813474923036
2000-05-08,1.5498862688090058
2000-05-09,2.3637355831683298
2000-05-10,2.079366928454049
2000-05-11,3.0682758026195316
2000-05-12,2.6104696454916785
2000-05-13,2.16203743857661
2000-05-14,0.919460276427446
2000-05-15,1.5441301445158755
2000-05-16,1.9286327887975978
2000-05-17,2.7758013714637295
2000-05-18,1.9956015816771624
2000-05-19,0.9917944179252772
2000-05-20,2.1352926309055693
2000-05-21,2.1975625984106872
2000-05-22,2.2792391133132948
2000-05-23,2.3621996206366487
2000-05-24,1.1701073447585006
2000-05-25,1.5821164021625396
2000-05-26,1.8413193132196244
2000-05-27,2.041734575234905
2000-05-28,1.2816104372196568
2000-05-29,2.0872262056163615
2000-05-30,2.0248252027340845
2000-05-31,0.466793210753355
2000-06-01,1.9388708413235842
2000-06-02,1.7563662653369638
2000-06-03,1.3217287152855588
2000-06-04,1.4129570184675149
2000-06-05,1.8749270468878352
2000-06-06,2.4836104239277246
2000-06-07,1.8966376209469227
2000-06-08,0.8417857978240338
2000-06-09,1.3832838803352783
2000-06-10,1.6021176475630763
2000-06-11,0.3199856313178122
2000-06-12,1.5288873433457666
2000-06-13,1.1377031332209786
2000-06-14,1.215426824010785
2000-06-15,0.8050568713157594
2000-06-16,1.5427017970885475
2000-06-17,0.7784361279680039
2000-06-18,0.719952304999951
2000-06-19,1.2870405551876625
2000-06-20,1.6199843149749324
2000-06-21,0.8911416175556579
2000-06-22,0.9678007838295528
2000-06-23,1.5089295388970863
2000-06-24,1.3353352688829068
2000-06-25,1.137857867827133
2000-06-26,1.6347606753412571
2000-06-27,1.5006570415655667
2000-06-28,0.559003825306277
2000-06-29,0.5330018319732036
2000-06-30,1.9851119443648149
2000-07-01,0.6934749319298465
2000-07-02,0.12851061187893376
2000-07-03,0.9031873966195216
2000-07-04,1.141721309464767
2000-07-05,1.5227468250381908
2000-07-06,2.0491999529869585
2000-07-07,1.0604932687341926
2000-07-08,0.05842157612881249
2000-07-09,0.7265567887624937
2000-07-10,1.338986455937422
2000-07-11,1.7532416748356787
2000-07-12,0.8744365078443255
2000-07-13,0.5237264769136017
2000-07-14,0.713594338356617
2000-07-15,0.16627905110807517
2000-07-16,0.28796689663104524
2000-07-17,1.969591074172159
2000-07-18,1.6097823040048311
2000-07-19,0.4340173363172236
2000-07-20,0.08898529325331117
2000-07-21,1.0989729558274357
2000-07-22,1.000269088873247
2000-07-23,0.882316499872735
2000-07-24,-0.35718236040944673
2000-07-25,0.5456763681670773
2000-07-26,0.1562922314522437
2000-07-27,1.1341723122931626
2000-07-28,-0.7513089555263488
2000-07-29,0.9853494313553924
2000-07-30,0.2708515188123456
2000-07-31,1.0575559217977177
2000-08-01,0.3486761718810454
2000-08-02,1.2092523688435928
2000-08-03,0.46066415794653937
2000-08-04,0.29910988791555904
2000-08-05,0.36485163317974084
2000-08-06,1.3462453192070631
2000-08-07,0.21872899105269805
2000-08-08,0.7692926998563235
2000-08-09,1.0327353438276137
2000-08-10,0.03610040289509553
2000-08-11,0.5996151284194319
2000-08-12,0.4088145213541098
2000-08-13,1.2704202699513516
2000-08-14,0.17103976621713346
2000-08-15,0.6868405728656302
2000-08-16,-0.17547578740995934
2000-08-17,-0.36026950066942465
2000-08-18,0.6374736828712138
2000-08-19,0.701331085879829
2000-08-20,0.6313740019635623
2000-08-21,-1.1363329497754486
2000-08-22,1.0291181705535677
2000-08-23,0.4418463138195723
2000-08-24,0.40106504087013617
2000-08-25,1.3286387691922612
2000-08-26,0.655788368033205
2000-08-27,0.2987351271663677
2000-08-28,-0.3086857558627986
2000-08-29,0.16416846935701335
2000-08-30,0.7087836725655853
2000-08-31,-0.7871353376214341
2000-09-01,0.4449221733128187
2000-09-02,0.027380236170433836
2000-09-03,-0.05020336157444
2000-09-04,0.818644098198348
2000-09-05,0.23379518460575
2000-09-06,-0.45265682998579776
2000-09-07,-0.1371190735699896
2000-09-08,0.5542350374204312
2000-09-09,0.6368219204673179
2000-09-10,-0.6347834772135317
2000-09-11,-0.17384888840066098
2000-09-12,0.4062533263533201
2000-09-13,0.9101814350197153
2000-09-14,0.5028231139467412
2000-09-15,-0.1659980165390699
2000-09-16,0.513669890273186
2000-09-17,-0.3377107651233663
2000-09-18,0.23877159239129583
2000-09-19,0.014842114691927838
2000-09-20,0.62835811669212
2000-09-21,0.7128420125068343
2000-09-22,0.8055073397215601
2000-09-23,0.15661481044310332
2000-09-24,0.027983339732210056
2000-09-25,0.2331334221618647
2000-09-26,1.225363069276112
2000-09-27,0.14954621428347464
2000-09-28,0.26414045531587443
2000-09-29,0.13410727053392016
2000-09-30,-0.38811305917191846
2000-10-01,0.5997886556982872
2000-10-02,0.5153921831142108
2000-10-03,0.28637390212573377
2000-10-04,-0.04924022059883104
2000-10-05,0.05373969806480841
2000-10-06,0.031387340553544224
2000-10-07,-0.5179676586810158
2000-10-08,0.027003767824532898
2000-10-09,0.817142129319057
2000-10-10,0.5375058595980197
2000-10-11,0.09367321061142306
2000-10-12,0.6370628373723491
2000-10-13,0.10489126229798851
2000-10-14,-0.08808260392319553
2000-10-15,0.22754856962363007
2000-10-16,0.3546226503361143
2000-10-17,1.0945704401675824
2000-10-18,0.20623807953728968
2000-10-19,0.1611134397317967
2000-10-20,0.42299414425096205
2000-10-21,-0.5482183714152814
2000-10-22,0.7881934560294326
2000-10-23,1.0155671087769385
2000-10-24,0.05353758126329904
2000-10-25,-0.1314373178775073
2000-10-26,0.24178909014933261
2000-10-27,0.3570295577991379
2000-10-28,-0.1592121669143242
2000-10-29,-0.5806472516543408
2000-10-30,0.21726276070285133
2000-10-31,-0.04704364823902463
2000-11-01,1.0396557015950307
2000-11-02,0.2836687758899335
2000-11-03,0.3827183984552635
2000-11-04,0.4668010061865885
2000-11-05,-0.11175643411557085
2000-11-06,-0.010179571003392118
2000-11-07,1.4322029577457642
2000-11-08,1.163276282327994
2000-11-09,-0.11365192705982319
2000-11-10,0.6572349307332084
2000-11-11,0.33071748965194026
2000-11-12,0.8736501796944076
2000-11-13,0.9603708616564561
2000-11-14,0.2360853074489117
2000-11-15,0.9469727327156989
2000-11-16,0.1833388964881555
2000-11-17,0.6193079007560849
2000-11-18,1.2454217725112062
2000-11-19,0.7293232867191894
2000-11-20,0.5260838349919918
2000-11-21,1.156023170889472
2000-11-22,0.1274905894914078
2000-11-23,0.7547806644923452
2000-11-24,0.34128496949394216
2000-11-25,-0.3164734320466007
2000-11-26,0.4483462510232552
2000-11-27,0.736609199698354
2000-11-28,-0.458058166173577
2000-11-29,-0.39253544160857423
2000-11-30,0.5550203553197096
2000-12-01,0.6710485303597767
2000-12-02,0.6365219687146951
2000-12-03,1.5888899098858622
2000-12-04,2.3344484262566527
2000-12-05,0.6720833781906406
2000-12-06,0.9780324220237564
2000-12-07,0.5502737676452625
2000-12-08,1.4420523168936659
2000-12-09,-0.11660041085021677
2000-12-10,1.4777093407482016
2000-12-11,-0.010591829781284368
2000-12-12,1.0833940021259734
2000-12-13,1.1325953409767666
2000-12-14,0.3887951656601353
2000-12-15,0.992186685517713
2000-12-16,1.650231948698492
2000-12-17,0.8558828518323623
2000-12-18,1.0120704283044506
2000-12-19,0.2823921408544672
2000-12-20,0.6974577513465734
2000-12-21,0.08473092211506095
2000-12-22,1.6191291343599028
2000-12-23,0.7791777616459279
2000-12-24,1.4472979003072006
2000-12-25,1.4372280821371413
2000-12-26,0.7902873093609113
2000-12-27,1.3095440498226854
2000-12-28,1.5868785602041675
2000-12-29,1.7621581891693219
2000-12-30,-0.3181887936707408
2000-12-31,1.9259361839127618
2001-01-01,1.9023936364832748
2001-01-02,1.3700810331103956
2001-01-03,1.2087340651594531
2001-01-04,1.3923669061967414
2001-01-05,1.7770641262611173
2001-01-06,0.39756185540476907
2001-01-07,2.2974937681785543
2001-01-08,0.7989925437083232
2001-01-09,2.604638722935289
2001-01-10,1.6584302595490676
2001-01-11,2.00365469015024
2001-01-12,1.606839269150553
2001-01-13,1.2084156411898548
2001-01-14,0.7600105612681131
2001-01-15,1.0956441895400029
2001-01-16,1.8903240159772745
2001-01-17,1.2182278188114615
2001-01-18,1.3886135546628804
2001-01-19,1.3463567223952975
2001-01-20,0.9974542982216008
2001-01-21,1.1621709713349795
2001-01-22,2.1658591007054815
2001-01-23,2.1797705612357317
2001-01-24,2.8929347671057846
2001-01-25,1.0450715703434272
2001-01-26,0.9687323590085515
2001-01-27,1.6280909855816006
2001-01-28,0.8485086181497082
2001-01-29,1.8022519792721299
2001-01-30,2.5088044026669687
2001-01-31,1.895515982974314
2001-02-01,1.5712212908864576
2001-02-02,0.8206553216557455
2001-02-03,1.7900809666228852
2001-02-04,1.3045821381731153
2001-02-05,2.052712991520197
2001-02-06,1.9784582056739544
2001-02-07,0.7839494273170682
2001-02-08,1.2068190282523938
2001-02-09,1.4161395978658462
2001-02-10,2.0319165924583342
2001-02-11,2.3160161247400617
2001-02-12,1.255241029764866
2001-02-13,1.5964880750025157
2001-02-14,2.10814190099244
2001-02-15,1.0504013270403831
2001-02-16,1.3833896740097327
2001-02-17,1.4598839409417965
2001-02-18,1.4546303085781158
2001-02-19,2.5246509979783136
2001-02-20,1.9371785389788814
2001-02-21,1.0267586542924136
2001-02-22,2.5379287148169904
2001-02-23,1.741743950883811
2001-02-24,1.7880460150606061
2001-02-25,2.618826995785884
2001-02-26,1.9365259113356001
2001-02-27,1.5411978046988726
2001-02-28,1.5599616630308224
2001-03-01,1.9606400124194006
2001-03-02,2.468557176325498
2001-03-03,2.486345864347774
2001-03-04,1.957411297802416
2001-03-05,1.5229961344748693
2001-03-06,2.565276955945877
2001-03-07,1.3861962446071239
2001-03-08,2.06363155184501
2001-03-09,2.6009100498191207
2001-03-10,1.693512034337128
2001-03-11,2.1409519897578395
2001-03-12,1.7565402061163833
2001-03-13,1.8130916513060653
2001-03-14,1.9387825193779802
2001-03-15,2.4796658534748337
2001-03-16,1.8128098877885521
2001-03-17,1.8053030542290585
2001-03-18,2.8474160718908053
2001-03-19,2.7948364847789633
2001-03-20,2.6074354104852513
2001-03-21,2.024372795091951
2001-03-22,2.058141233279543
2001-03-23,2.2410238397791025
2001-03-24,2.0730422908023387
2001-03-25,2.1032203904946947
2001-03-26,2.6039455845645874
2001-03-27,3.1157907636520994
2001-03-28,2.2638421395537827
2001-03-29,1.9993214330639013
2001-03-30,2.31167855388111
2001-03-31,2.081412122586683
2001-04-01,1.8189774456184382
2001-04-02,2.340048083622203
2001-04-03,2.036694111019708
2001-04-04,2.8639322959456273
2001-04-05,2.4550274087837134
2001-04-06,2.4154663352906893
2001-04-07,2.008315457482241
2001-04-08,2.829229606767915
2001-04-09,2.9399149506202953
2001-04-10,2.554667462833696
2001-04-11,1.989571301832161
2001-04-12,2.3380613685223266
2001-04-13,0.7672941554986366
2001-04-14,2.38483552553249
2001-04-15,2.60636986071479
2001-04-16,1.4772799412277227
2001-04-17,2.322499765639831
2001-04-18,1.494851327857422
2001-04-19,1.865361301954975
2001-04-20,1.7460521867583034
2001-04-21,2.8096090286569577
2001-04-22,2.3127530615698353
2001-04-23,1.9699921283381816
2001-04-24,2.0088101074346043
2001-04-25,3.2616528937005995
2001-04-26,2.000059581257928
2001-04-27,2.1842476519424294
2001-04-28,0.776019481561687
2001-04-29,2.6489066566719757
2001-04-30,2.121713681642073
2001-05-01,1.7149881055371972
2001-05-02,1.9088512086363425
2001-05-03,2.3455381785826814
2001-05-04,2.260453907328175
2001-05-05,1.6019102637469762
2001-05-06,2.1929745433868173
2001-05-07,2.057554166764547
2001-05-08,1.8187485178853753
2001-05-09,3.098068984190287
2001-05-10,2.3345105344890675
2001-05-11,1.3808865184328853
2001-05-12,2.1011175337634627
2001-05-13,2.0309562491967976
2001-05-14,2.2196588113760587
2001-05-15,1.6359954252868638
2001-05-16,1.0426703976147398
2001-05-17,1.3842172971591524
2001-05-18,2.8402911728195557
2001-05-19,3.1465243658985
2001-05-20,1.6798378514442813
2001-05-21,0.5125142629129664
2001-05-22,1.2663287249875168
2001-05-23,1.8964112947326548
2001-05-24,2.3047852641970916
2001-05-25,2.0404389240728924
2001-05-26,2.235234925872361
2001-05-27,2.010067936451082
2001-05-28,1.7123794898821119
2001-05-29,1.5582949187465016
2001-05-30,1.224226811606378
