,NaS
1999-06-21,1.1537783537074757
1999-06-22,1.122359282125331
1999-06-23,1.094802761044411
1999-06-24,1.0715731798064108
1999-06-25,1.0529488731636083
1999-06-26,1.039010496769294
1999-06-27,1.0296378104025137
1999-06-28,1.0245150056717371
1999-06-29,1.0231443515494245
1999-06-30,1.0248675773360902
1999-07-01,1.028894083583316
1999-07-02,1.0343347811153285
1999-07-03,1.0402401189284487
1999-07-04,1.0456406835967509
1999-07-05,1.049588643447359
1999-07-06,1.0511982748411561
1999-07-07,1.0496838469323038
1999-07-08,1.0443932536225733
1999-07-09,1.034835962296278
1999-07-10,1.0207040906261513
1999-07-11,1.00188571500038
1999-07-12,0.9784698445064108
1999-07-13,0.950742848867059
1999-07-14,0.9191764921837535
1999-07-15,0.8844080813428357
1999-07-16,0.8472135733004753
1999-07-17,0.8084747849173934
1999-07-18,0.7691420998304656
1999-07-19,0.7301942583572922
1999-07-20,0.6925969404872637
1999-07-21,0.6572619033423401
1999-07-22,0.6250084109097647
1999-07-23,0.5965285963599959
1999-07-24,0.5723582300126021
1999-07-25,0.552854136113633
1999-07-26,0.5381792188176918
1999-07-27,0.5282957341525691
1999-07-28,0.5229670940471319
1999-07-29,0.5217681256391314
1999-07-30,0.5241033494811369
1999-07-31,0.5292324992234686
1999-08-01,0.5363021973770199
1999-08-02,0.5443824399443046
1999-08-03,0.5525063381887709
1999-08-04,0.5597114272884475
1999-08-05,0.5650807849817194
1999-08-06,0.5677822113945113
1999-08-07,0.5671038036957323
1999-08-08,0.5624844125545825
1999-08-09,0.553537685048388
1999-08-10,0.5400686714353262
1999-08-11,0.5220822894622072
1999-08-12,0.49978328617313383
1999-08-13,0.47356769879264093
1999-08-14,0.44400617779773927
1999-08-15,0.41181988139110015
1999-08-16,0.37784996652295466
1999-08-17,0.34302197394564593
1999-08-18,0.308306621939754
1999-08-19,0.27467867608893476
1999-08-20,0.24307564430602743
1999-08-21,0.2143580537457812
1999-08-22,0.18927299896345007
1999-08-23,0.16842251155485422
1999-08-24,0.15223809645908515
1999-08-25,0.1409625178407347
1999-08-26,0.13463960914831574
1999-08-27,0.13311254068215927
1999-08-28,0.1360306183122042
1999-08-29,0.1428643241613794
1999-08-30,0.15292795954443092
1999-08-31,0.1654089271327742
1999-09-01,0.17940240695383025
1999-09-02,0.19394995143712293
1999-09-03,0.20808035804520647
1999-09-04,0.22085108116387098
1999-09-05,0.23138842199259482
1999-09-06,0.23892478714821874
1999-09-07,0.24283143136196497
1999-09-08,0.24264529171018898
1999-09-09,0.23808877210438667
1999-09-10,0.2290816365889881
1999-09-11,0.21574450560496883
1999-09-12,0.19839380650005922
1999-09-13,0.17752839301401896
1999-09-14,0.15380840278286206
1999-09-15,0.1280272520201628
1999-09-16,0.10107795840709859
1999-09-17,0.07391522444242284
1999-09-18,0.04751489381012427
1999-09-19,0.022832505047897453
1999-09-20,0.0007627051919181088
1999-09-21,-0.017898750499863142
1999-09-22,-0.03248879662728815
1999-09-23,-0.04250521612807412
1999-09-24,-0.047627961604408534
1999-09-25,-0.047732732721706944
1999-09-26,-0.04289623224956585
1999-09-27,-0.03339287721707236
1999-09-28,-0.019683105063341852
1999-09-29,-0.0023937721237609413
1999-09-30,0.017708521899614797
1999-10-01,0.039750048981748054
1999-10-02,0.06278712022711262
1999-10-03,0.08584622501511922
1999-10-04,0.10796543473906894
1999-10-05,0.12823531025776475
1999-10-06,0.14583757328689734
1999-10-07,0.16007989705693831
1999-10-08,0.17042533661107157
1999-10-09,0.1765151470912421
1999-10-10,0.17818401956711835
1999-10-11,0.17546708644201758
1999-10-12,0.16859839850677283
1999-10-13,0.15800093842021945
1999-10-14,0.14426859534767406
1999-10-15,0.12814086737785438
1999-10-16,0.11047136762376825
1999-10-17,0.092191473440441
1999-10-18,0.07427066475428631
1999-10-19,0.05767523831043509
1999-10-20,0.043327153716809605
1999-10-21,0.03206476155955719
1999-10-22,0.0246070838219304
1999-10-23,0.02152316576204677
1999-10-24,0.023207802719355103
1999-10-25,0.029864674198101432
1999-10-26,0.041497602549282364
1999-10-27,0.05791030803842277
1999-10-28,0.07871467074044546
1999-10-29,0.10334714791273492
1999-10-30,0.13109264865004452
1999-10-31,0.16111485047136345
1999-11-01,0.19249166851767163
1999-11-02,0.22425436890247114
1999-11-03,0.2554286627739434
1999-11-04,0.2850760334098487
1999-11-05,0.3123335387564944
1999-11-06,0.3364503966626059
1999-11-07,0.3568197968903224
1999-11-08,0.373004586989238
1999-11-09,0.38475573966194443
1999-11-10,0.3920228162500023
1999-11-11,0.39495598137125354
1999-11-12,0.39389948306561084
1999-11-13,0.38937687577505875
1999-11-14,0.38206861465765185
1999-11-15,0.37278297417953576
1999-11-16,0.36242152784503473
1999-11-17,0.3519406572377606
1999-11-18,0.34231072741798463
1999-11-19,0.3344746649709952
1999-11-20,0.32930770040693236
1999-11-21,0.32757998709404634
1999-11-22,0.32992368657053145
1999-11-23,0.33680592012797184
1999-11-24,0.34850873707049934
1999-11-25,0.3651169516387168
1999-11-26,0.38651436593771926
1999-11-27,0.41238853955658933
1999-11-28,0.4422439030808614
1999-11-29,0.47542265783840676
1999-11-30,0.5111325730752017
1999-12-01,0.5484804984137325
1999-12-02,0.5865101663792939
1999-12-03,0.6242426773254827
1999-12-04,0.6607179450097193
1999-12-05,0.6950353402141713
1999-12-06,0.7263918039147501
1999-12-07,0.7541158091202439
1999-12-08,0.7776957270581666
1999-12-09,0.7968013913647802
1999-12-10,0.8112979432227615
1999-12-11,0.8212513686779064
1999-12-12,0.8269254926942663
1999-12-13,0.8287705578482238
1999-12-14,0.8274038734635826
1999-12-15,0.8235833582303688
1999-12-16,0.818175101587051
1999-12-17,0.8121163235252763
1999-12-18,0.8063753081793877
1999-12-19,0.8019100152667333
1999-12-20,0.7996271296754333
1999-12-21,0.8003432908623708
1999-12-22,0.8047501510181618
1999-12-23,0.8133847481205243
1999-12-24,0.8266064539581383
1999-12-25,0.844581477577012
1999-12-26,0.8672755832731653
1999-12-27,0.8944553328950086
1999-12-28,0.9256977996842728
1999-12-29,0.9604083405940722
1999-12-30,0.9978456712997842
1999-12-31,1.037153177538566
2000-01-01,1.0773951311854233
2000-01-02,1.117596270877795
2000-01-03,1.1567830639080292
2000-01-04,1.1940248945996732
2000-01-05,1.228473427510126
2000-01-06,1.2593984714258486
2000-01-07,1.2862188189359383
2000-01-08,1.308526750055943
2000-01-09,1.326105157838538
2000-01-10,1.338936567690883
2000-01-11,1.3472036668749852
2000-01-12,1.3512813217350281
2000-01-13,1.3517204222182273
2000-01-14,1.3492242408367947
2000-01-15,1.3446183115755286
2000-01-16,1.3388151098428658
2000-01-17,1.332775035672046
2000-01-18,1.3274653595997807
2000-01-19,1.323818877295829
2000-01-20,1.322694031403327
2000-01-21,1.3248381966496354
2000-01-22,1.3308556897548383
2000-01-23,1.3411818647213527
2000-01-24,1.356064395279513
2000-01-25,1.3755525405974205
2000-01-26,1.3994948508386413
2000-01-27,1.4275454102083827
2000-01-28,1.4591783520331805
2000-01-29,1.493710028613144
2000-01-30,1.5303278930316806
2000-01-31,1.5681248646508785
2000-02-01,1.6061377168017912
2000-02-02,1.6433878541163933
2000-02-03,1.678922745317158
2000-02-04,1.7118562494033729
2000-02-05,1.7414061202360742
2000-02-06,1.7669270945241573
2000-02-07,1.787938156049457
2000-02-08,1.8041428166496531
2000-02-09,1.8154415514710556
2000-02-10,1.8219358596777646
2000-02-11,1.8239237779682165
2000-02-12,1.8218870377573753
2000-02-13,1.816470412272912
2000-02-14,1.8084541319721328
2000-02-15,1.7987205414865912
2000-02-16,1.7882164162056076
2000-02-17,1.7779125412025543
2000-02-18,1.7687622716382714
2000-02-19,1.7616608370924376
2000-02-20,1.7574071206340798
2000-02-21,1.7566695381921558
2000-02-22,1.7599574694026048
2000-02-23,1.7675994550058742
2000-02-24,1.7797290880900296
2000-02-25,1.7962791992582818
2000-02-26,1.8169845830623395
2000-02-27,1.841393149786341
2000-02-28,1.8688850283392022
2000-02-29,1.898698807855631
2000-03-01,1.9299638019993508
2000-03-02,1.961736963818648
2000-03-03,1.9930428812177061
2000-03-04,2.0229151520892033
2000-03-05,2.050437379476369
2000-03-06,2.074782043291721
2000-03-07,2.095245595427727
2000-03-08,2.1112782857109607
2000-03-09,2.122507450244925
2000-03-10,2.1287532717271835
2000-03-11,2.1300363414885903
2000-03-12,2.12657670167019
2000-03-13,2.1187844082978398
2000-03-14,2.107242016625654
2000-03-15,2.092679733660275
2000-03-16,2.07594429463809
2000-03-17,2.057962887143716
2000-03-18,2.039703657178356
2000-03-19,2.0221344768535863
2000-03-20,2.00618172731731
2000-03-21,1.9926908498696807
2000-03-22,1.982390343025545
2000-03-23,1.9758607367244407
2000-03-24,1.97350986321247
2000-03-25,1.975555476324977
2000-03-26,1.9820159583739654
2000-03-27,1.9927095098812952
2000-03-28,2.0072618566263403
2000-03-29,2.025122146238521
2000-03-30,2.0455863582667138
2000-03-31,2.067827232112002
2000-04-01,2.0909294400075753
2000-04-02,2.1139285091592606
2000-04-03,2.1358518377090943
2000-04-04,2.155760060133976
2000-04-05,2.1727870028290694
2000-04-06,2.1861765305832344
2000-04-07,2.1953147168815197
2000-04-08,2.199755969843991
2000-04-09,2.1992420026728428
2000-04-10,2.193712841798225
2000-04-11,2.1833094045448393
2000-04-12,2.168367536684413
2000-04-13,2.1494037634449024
2000-04-14,2.1270933599688027
2000-04-15,2.1022416738618928
2000-04-16,2.0757499194579263
2000-04-17,2.048576898538924
2000-04-18,2.021698275495455
2000-04-19,1.9960651389187052
2000-04-20,1.972563611962767
2000-04-21,1.9519772292108486
2000-04-22,1.9349536801199894
2000-04-23,1.9219773334094024
2000-04-24,1.9133487108958154
2000-04-25,1.9091717837216255
2000-04-26,1.909349631238101
2000-04-27,1.913588647145276
2000-04-28,1.9214111139785297
2000-04-29,1.932175611129191
2000-04-30,1.9451043884291535
2000-05-01,1.959316541086492
2000-05-02,1.9738655750294978
2000-05-03,1.9877797649936508
2000-05-04,2.0001035889111107
2000-05-05,2.009938476386733
2000-05-06,2.016481138215229
2000-05-07,2.019057846770271
2000-05-08,2.0171532093028546
2000-05-09,2.0104322103991428
2000-05-10,1.9987545861064504
2000-05-11,1.9821809183655166
2000-05-12,1.9609701905175907
2000-05-13,1.9355689078102924
2000-05-14,1.9065922455617705
2000-05-15,1.8747980267016002
2000-05-16,1.8410546353690966
2000-05-17,1.806304231145395
2000-05-18,1.771522828356512
2000-05-19,1.7376789382108846
2000-05-20,1.7056925326559296
2000-05-21,1.676396075154915
2000-05-22,1.6504992756795334
2000-05-23,1.6285590688237788
2000-05-24,1.6109560918072061
2000-05-25,1.5978786626978643
2000-05-26,1.589314940203795
2000-05-27,1.585053598423288
2000-05-28,1.584692987806347
2000-05-29,1.5876583926648093
2000-05-30,1.5932266512256896
2000-05-31,1.600557091096349
2000-06-01,1.6087274644181238
2000-06-02,1.6167733543501694
2000-06-03,1.623729376890722
2000-06-04,1.6286704256875981
2000-06-05,1.6307512056609015
2000-06-06,1.6292423740363313
2000-06-07,1.623561751672138
2000-06-08,1.6132992772202392
2000-06-09,1.5982346427757288
2000-06-10,1.5783468609211946
2000-06-11,1.5538153562256722
2000-06-12,1.5250125347183463
2000-06-13,1.4924881472942508
2000-06-14,1.4569461120088625
2000-06-15,1.4192147809378188
2000-06-16,1.3802119160770583
2000-06-17,1.3409058637802558
2000-06-18,1.3022745789043741
2000-06-19,1.2652642412848043
2000-06-20,1.230749224499196
2000-06-21,1.199495119366701
2000-06-22,1.1721263847126848
2000-06-23,1.149100001133414
2000-06-24,1.1306862481903779
2000-06-25,1.116957422507769
2000-06-26,1.107784976523732
2000-06-27,1.102845199519637
2000-06-28,1.1016331992525663
2000-06-29,1.1034845894955354
2000-06-30,1.1076039610614226
2000-07-01,1.113098925388251
2000-07-02,1.1190182827651425
2000-07-03,1.1243926918592562
2000-07-04,1.1282761108249173
2000-07-05,1.1297862474611169
2000-07-06,1.1281422980282527
2000-07-07,1.1226983696470076
2000-07-08,1.1129711647774294
2000-07-09,1.0986607503072394
2000-07-10,1.0796635278866584
2000-07-11,1.056076853824277
2000-07-12,1.0281951119986583
2000-07-13,0.9964974067395816
2000-07-14,0.961627399031496
2000-07-15,0.9243661435326166
2000-07-16,0.8855990815751296
2000-07-17,0.8462785938554426
2000-07-18,0.8073837053678444
2000-07-19,0.7698786562488938
2000-07-20,0.7346721004323263
2000-07-21,0.7025786673141946
2000-07-22,0.674284521130498
2000-07-23,0.6503183827292083
2000-07-24,0.6310292461059781
2000-07-25,0.6165717373481896
2000-07-26,0.6068997386045143
2000-07-27,0.6017685481901078
2000-07-28,0.6007454849003069
2000-07-29,0.6032284854781468
2000-07-30,0.6084719042365422
2000-07-31,0.6156184175323628
2000-08-01,0.6237356761537872
2000-08-02,0.6318561467563991
2000-08-03,0.6390184478553436
2000-08-04,0.6443084223186613
2000-08-05,0.6468981995139467
2000-08-06,0.6460815857600978
2000-08-07,0.6413042778918867
2000-08-08,0.6321876149161371
2000-08-09,0.6185448575606955
2000-08-10,0.6003893033030459
2000-08-11,0.5779338916991064
2000-08-12,0.5515823167467127
2000-08-13,0.5219120242206566
2000-08-14,0.4896498170449498
2000-08-15,0.45564110614523845
2000-08-16,0.42081411447963507
2000-08-17,0.38614055658577284
2000-08-18,0.35259446587721194
2000-08-19,0.32111092069841013
2000-08-20,0.2925464244539385
2000-08-21,0.2676426247815504
2000-08-22,0.24699491473152047
2000-08-23,0.23102725128623447
2000-08-24,0.21997426213439386
2000-08-25,0.21387140164917262
2000-08-26,0.2125535746918333
2000-08-27,0.215662286730738
2000-08-28,0.22266101614656414
2000-08-29,0.2328581549099038
2000-08-30,0.24543654193918357
2000-08-31,0.2594883330642768
2000-09-01,0.2740537245589275
2000-09-02,0.2881618833156278
2000-09-03,0.3008723428901223
2000-09-04,0.31131510483045843
2000-09-05,0.3187277397700723
2000-09-06,0.32248791036391505
2000-09-07,0.32213993285437625
2000-09-08,0.31741424758886994
2000-09-09,0.30823897039074233
2000-09-10,0.29474303348356284
2000-09-11,0.2772507823620213
2000-09-12,0.2562682583780569
2000-09-13,0.23246175041427808
2000-09-14,0.20662952780971328
2000-09-15,0.17966795670190447
2000-09-16,0.152533440820959
2000-09-17,0.12620180535621608
2000-09-18,0.10162685126210369
2000-09-19,0.07969984265162687
2000-09-20,0.06121165024326025
2000-09-21,0.04681916086738147
2000-09-22,0.037017381606149216
2000-09-23,0.032118424951749616
2000-09-24,0.032238268722754815
2000-09-25,0.03729185382278047
2000-09-26,0.04699672832238054
2000-09-27,0.06088508287530768
2000-09-28,0.07832366560202213
2000-09-29,0.09854072946461376
2000-09-30,0.12065886606993563
2000-10-01,0.14373232949201475
2000-10-02,0.16678726274757005
2000-10-03,0.18886311611116022
2000-10-04,0.2090534957692356
2000-10-05,0.22654470554087847
2000-10-06,0.24065034250684195
2000-10-07,0.25084047521494224
2000-10-08,0.2567641635312996
2000-10-09,0.2582643623845695
2000-10-10,0.25538457556063454
2000-10-11,0.24836697657265383
2000-10-12,0.2376420765335051
2000-10-13,0.22381037846058235
2000-10-14,0.20761679825707421
2000-10-15,0.18991894024461362
2000-10-16,0.171650576486172
2000-10-17,0.1537818831195852
2000-10-18,0.13727812484590346
2000-10-19,0.12305854471704063
2000-10-20,0.1119572076369734
2000-10-21,0.10468746290134166
2000-10-22,0.10181153718539171
2000-10-23,0.1037165511958729
2000-10-24,0.11059798000821293
2000-10-25,0.12245126053510234
2000-10-26,0.13907190308014616
2000-10-27,0.16006410225671835
2000-10-28,0.1848574810793546
2000-10-29,0.2127312561361806
2000-10-30,0.2428447961370215
2000-10-31,0.27427327422559333
2000-11-01,0.3060468978099985
2000-11-02,0.33719204751655363
2000-11-03,0.36677257567889887
2000-11-04,0.39392950799032045
2000-11-05,0.41791745986085244
2000-11-06,0.4381362187436326
2000-11-07,0.4541561492848769
2000-11-08,0.465736340864984
2000-11-09,0.4728347257617542
2000-11-10,0.4756097376530404
2000-11-11,0.4744134399622582
2000-11-12,0.4697764163344116
2000-11-13,0.4623850658836776
2000-11-14,0.4530522688757783
2000-11-15,0.44268267046131293
2000-11-16,0.4322340589687101
2000-11-17,0.42267648136271246
2000-11-18,0.4149508347123315
2000-11-19,0.4099286947980578
2000-11-20,0.4083750903739548
2000-11-21,0.4109158063237576
2000-11-22,0.41801060633924747
2000-11-23,0.4299335139954583
2000-11-24,0.4467609909079397
2000-11-25,0.4683685147989123
2000-11-26,0.49443570305589146
2000-11-27,0.5244597639314247
2000-11-28,0.557776703362773
2000-11-29,0.5935893855483001
2000-11-30,0.6310012539310946
2000-12-01,0.6690542785065466
2000-12-02,0.706769515627862
2000-12-03,0.7431885553755957
2000-12-04,0.7774140938104588
2000-12-05,0.8086479046472488
2000-12-06,0.8362245954897058
2000-12-07,0.8596397130472045
2000-12-08,0.8785710020895906
2000-12-09,0.8928919140651703
2000-12-10,0.9026767909253002
2000-12-11,0.908197503748799
2000-12-12,0.9099116891830528
2000-12-13,0.9084430840596766
2000-12-14,0.9045547946038942
2000-12-15,0.89911663714525
2000-12-16,0.8930679393738576
2000-12-17,0.8873773842474344
2000-12-18,0.8830016044293052
2000-12-19,0.8808442882771554
2000-12-20,0.8817175366465967
2000-12-21,0.8863071140478066
2000-12-22,0.8951430720688678
2000-12-23,0.9085769944997467
2000-12-24,0.9267668319734544
2000-12-25,0.9496699711626272
2000-12-26,0.9770448333584125
2000-12-27,1.0084609345082078
2000-12-28,1.0433169789273582
2000-12-29,1.0808662172316257
2000-12-30,1.120247990093944
2000-12-31,1.1605241163485758
2001-01-01,1.2007185779385592
2001-01-02,1.2398588139888407
2001-01-03,1.2770168678525842
2001-01-04,1.3113486372307286
2001-01-05,1.3421295581405635
2001-01-06,1.3687852051754479
2001-01-07,1.3909155067054486
2001-01-08,1.4083115452220898
2001-01-09,1.42096422838034
2001-01-10,1.4290644620261939
2001-01-11,1.4329948179143923
2001-01-12,1.433313050547293
2001-01-13,1.4307281642186722
2001-01-14,1.4260700481820174
2001-01-15,1.420253971407341
2001-01-16,1.4142414470093105
2001-01-17,1.4089991308254557
2001-01-18,1.4054575022295244
2001-01-19,1.4044710845262116
2001-01-20,1.406781896795566
2001-01-21,1.4129876916230826
2001-01-22,1.423516329609786
2001-01-23,1.438607380562075
2001-01-24,1.458301733913504
2001-01-25,1.4824396603017025
2001-01-26,1.510667406799703
2001-01-27,1.542452045368396
2001-01-28,1.5771039430910072
2001-01-29,1.6138058985994084
2001-01-30,1.651647705591577
2001-01-31,1.6896646735278564
2001-02-01,1.7268784672958446
2001-02-02,1.7623385290090814
2001-02-03,1.7951623203458669
2001-02-04,1.8245726739962196
2001-02-05,1.8499306657322587
2001-02-06,1.8707626091226814
2001-02-07,1.886780024872237
2001-02-08,1.8978917355523075
2001-02-09,1.904207571391286
2001-02-10,1.9060335295702813
2001-02-11,1.9038585929471736
2001-02-12,1.8983337688518647
2001-02-13,1.8902442394712433
2001-02-14,1.880475808302553
2001-02-15,1.8699770697383578
2001-02-16,1.8597189107387688
2001-02-17,1.8506530670108032
2001-02-18,1.8436714963253384
2001-02-19,1.8395682968488778
2001-02-20,1.8390057901283243
2001-02-21,1.842486211245497
2001-02-22,1.8503302101871621
2001-02-23,1.8626630787978484
2001-02-24,1.8794092891166563
2001-02-25,1.900295575419351
2001-02-26,1.9248624289265506
2001-02-27,1.952483516351476
2001-02-28,1.982392196462701
2001-03-01,2.013714006961532
2001-03-02,2.045503740058085
2001-03-03,2.0767855299740456
2001-03-04,2.1065942475036454
2001-03-05,2.1340164411745675
2001-03-06,2.158229083832768
2001-03-07,2.178534476808146
2001-03-08,2.1943898272335045
2001-03-09,2.2054302406362196
2001-03-10,2.2114841509663474
2001-03-11,2.212580531856
2001-03-12,2.2089475824439675
2001-03-13,2.2010029436810994
2001-03-14,2.1893358612354548
2001-03-15,2.1746820536222398
2001-03-16,2.1578923544259037
2001-03-17,2.139896462265254
2001-03-18,2.121663340216954
2001-03-19,2.1041599489083946
2001-03-20,2.088310068358193
2001-03-21,2.074954959867106
2001-03-22,2.064817541004609
2001-03-23,2.058471597325124
2001-03-24,2.0563173402371744
2001-03-25,2.05856435054886
2001-03-26,2.0652226331028833
2001-03-27,2.076102162952525
2001-03-28,2.090820942387894
2001-03-29,2.1088212261584176
2001-03-30,2.1293932248470155
2001-03-31,2.1517052783083344
2001-04-01,2.174839215913488
2001-04-02,2.1978293997505527
2001-04-03,2.21970379029452
2001-04-04,2.23952528804466
2001-04-05,2.2564315928895997
2001-04-06,2.2696718859993124
2001-04-07,2.278638774178825
2001-04-08,2.282894138102191
2001-04-09,2.2821877851094348
2001-04-10,2.2764681132662488
2001-04-11,2.265884333142327
2001-04-12,2.2507801528091225
2001-04-13,2.2316791946218273
2001-04-14,2.2092627639924114
2001-04-15,2.1843409156255547
2001-04-16,2.1578180477437607
2001-04-17,2.1306544875488784
2001-04-18,2.1038257016568496
2001-04-19,2.0782808662501844
2001-04-20,2.0549025589224796
2001-04-21,2.034469286483243
2001-04-22,2.017622442378216
2001-04-23,2.0048390989899936
2001-04-24,1.9964117919281053
2001-04-25,1.992436156050823
2001-04-26,1.9928069390296428
2001-04-27,1.9972225619736148
2001-04-28,2.0051980331274497
2001-04-29,2.0160856654041392
2001-04-30,2.0291027166187385
2001-05-01,2.0433647768696814
2001-05-02,2.057923483089906
2001-05-03,2.0718069567565185
2001-05-04,2.0840612449321627
2001-05-05,2.093791002139312
2001-05-06,2.100197682854408
2001-05-07,2.1026136202803327
2001-05-08,2.100530542008945
2001-05-09,2.0936213097811707
2001-05-10,2.0817539587267224
2001-05-11,2.0649974389641765
2001-05-12,2.0436188153356563
2001-05-13,2.0180720443308684
2001-05-14,1.9889788054723492
2001-05-15,1.957102202352791
2001-05-16,1.923314451764601
2001-05-17,1.8885599350446425
2001-05-18,1.8538151829987732
2001-05-19,1.8200474961835529
2001-05-20,1.7881739603591582
2001-05-21,1.7590226001203726
2001-05-22,1.7332973227761026
2001-05-23,1.7115481433497113
2001-05-24,1.6941479569682685
2001-05-25,1.6812768464508696
2001-05-26,1.6729145924371802
2001-05-27,1.6688417045466384
2001-05-28,1.6686489296629243
2001-05-29,1.6717548329095568
2001-05-30,1.6774307035544223
2001-05-31,1.6848317265545874
2001-06-01,1.6930330939777998
2001-06-02,1.7010695204456536
2001-06-03,1.7079764819717653
